run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	read_count	base_count	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	fastq_md5	fastq_ftp	fastq_galaxy	sample_alias	broker_name	sample_title	first_created
SRR3201980	SAMN04480794	SRS1299549	SRX1611469	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	RG-07Jul15	PAIRED	AMPLICON	METAGENOMIC	PCR	104079	62655558	2016-04-20	2016-06-27	Illumina MiSeq sequencing: RG-07Jul15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	RG-07Jul15	0c2ae16302b7d8802e65dbf758cddb45;73f7133f4dfe0e628e3230af25cfa950	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3201980/SRR3201980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3201980/SRR3201980_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3201980/SRR3201980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3201980/SRR3201980_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR14068263	SAMN18326799	SRS8574738	SRX10442637	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	123_22Dec19	PAIRED	AMPLICON	METAGENOMIC	PCR	83291	50141182	2021-03-29	2021-03-29	Illumina MiSeq sequencing: Gut microbiota in patients treated with FMT for C. difficile infection	Capsule Patients	PRJNA311224	123_22Dec19	334965f1916ceed31b8b7043b65a4426;288e5d6b3dfedd9a31240530e0d83350	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/063/SRR14068263/SRR14068263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/063/SRR14068263/SRR14068263_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/063/SRR14068263/SRR14068263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR140/063/SRR14068263/SRR14068263_2.fastq.gz	123_22Dec19		Metagenome or environmental sample from gut metagenome	2021-03-29
SRR6248891	SAMN07968045	SRS2654982	SRX3355882	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	DL_long	PAIRED	AMPLICON	METAGENOMIC	PCR	353624	212881648	2017-11-03	2017-11-03	Illumina MiSeq sequencing: Characterization of bacterial communities in feces of patients treated with capsule FMT	Capsule Patients	PRJNA311224	DL_long	1c9cff3a9b0b8da4a9afcce0ac7377f9;221dc5676c46ba174d873a4a88cf70ab	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/001/SRR6248891/SRR6248891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/001/SRR6248891/SRR6248891_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/001/SRR6248891/SRR6248891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/001/SRR6248891/SRR6248891_2.fastq.gz	DL_long		Metagenome or environmental sample from gut metagenome	2017-11-03
SRR6248895	SAMN07968049	SRS2654977	SRX3355878	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	EH_month	PAIRED	AMPLICON	METAGENOMIC	PCR	552509	332610418	2017-11-03	2017-11-03	Illumina MiSeq sequencing: Characterization of bacterial communities in feces of patients treated with capsule FMT	Capsule Patients	PRJNA311224	EH_month	76485ed7c028b46241b545538a958b50;4b4c3f10910fbd3b0d1c7cbeb3a2c552	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/005/SRR6248895/SRR6248895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/005/SRR6248895/SRR6248895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/005/SRR6248895/SRR6248895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/005/SRR6248895/SRR6248895_2.fastq.gz	EH_month		Metagenome or environmental sample from gut metagenome	2017-11-03
SRR6248897	SAMN07968063	SRS2654976	SRX3355876	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	SS2_12Jun17	PAIRED	AMPLICON	METAGENOMIC	PCR	54284	32678968	2017-11-03	2017-11-03	Illumina MiSeq sequencing: Characterization of bacterial communities in feces of patients treated with capsule FMT	Capsule Patients	PRJNA311224	SS2_12Jun17	91c8dfb161d9da222031a125b81ad3c2;867c3a3aa046b221b7c8549f471f7651	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/007/SRR6248897/SRR6248897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/007/SRR6248897/SRR6248897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/007/SRR6248897/SRR6248897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/007/SRR6248897/SRR6248897_2.fastq.gz	SS2_12Jun17		Metagenome or environmental sample from gut metagenome	2017-11-03
SRR3201981	SAMN04480794	SRS1299549	SRX1611470	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	RG-10Jul15	PAIRED	AMPLICON	METAGENOMIC	PCR	191358	115197516	2016-04-20	2016-06-27	Illumina MiSeq sequencing: RG-10Jul15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	RG-10Jul15	d126c3dd4922da34af3349fcf5c599b4;aef6a74788e0823c44ef83b0df752d82	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3201981/SRR3201981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3201981/SRR3201981_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3201981/SRR3201981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3201981/SRR3201981_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR6248901	SAMN07968055	SRS2654971	SRX3355872	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	JH_27Jun17	PAIRED	AMPLICON	METAGENOMIC	PCR	85121	51242842	2017-11-03	2017-11-03	Illumina MiSeq sequencing: Characterization of bacterial communities in feces of patients treated with capsule FMT	Capsule Patients	PRJNA311224	JH_27Jun17	78e480468436c318d28bf4ffa4714408;5d4e8581fe01519bb201b57ee1eb73c2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/001/SRR6248901/SRR6248901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/001/SRR6248901/SRR6248901_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/001/SRR6248901/SRR6248901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/001/SRR6248901/SRR6248901_2.fastq.gz	JH_27Jun17		Metagenome or environmental sample from gut metagenome	2017-11-03
SRR6248902	SAMN07968060	SRS2654970	SRX3355871	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	MR1_15May17	PAIRED	AMPLICON	METAGENOMIC	PCR	83492	50262184	2017-11-03	2017-11-03	Illumina MiSeq sequencing: Characterization of bacterial communities in feces of patients treated with capsule FMT	Capsule Patients	PRJNA311224	MR1_15May17	1456c7cf53542227df44aaf5caf1e294;176c975e29c80fa5c312baa3a754cf1e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/002/SRR6248902/SRR6248902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/002/SRR6248902/SRR6248902_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/002/SRR6248902/SRR6248902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/002/SRR6248902/SRR6248902_2.fastq.gz	MR1_15May17		Metagenome or environmental sample from gut metagenome	2017-11-03
SRR3213911	SAMN04480794	SRS1299549	SRX1621298	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq		PAIRED	AMPLICON	METAGENOMIC	PCR	195165	117489330	2016-04-20	2016-06-27	Illumina MiSeq sequencing: PM-26Nov15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	PM-26Nov15	71dd44bfc923c651d39ed47c6a1dd0d7;14f22778a7077d96587ed3f76cd64c61	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/001/SRR3213911/SRR3213911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/001/SRR3213911/SRR3213911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/001/SRR3213911/SRR3213911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/001/SRR3213911/SRR3213911_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR6248907	SAMN07968064	SRS2654991	SRX3355866	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	SS2_13Jul17	PAIRED	AMPLICON	METAGENOMIC	PCR	48424	29151248	2017-11-03	2017-11-03	Illumina MiSeq sequencing: Characterization of bacterial communities in feces of patients treated with capsule FMT	Capsule Patients	PRJNA311224	SS2_13Jul17	3d3f984a3756b68b501d8c7e54ce5d11;c8fcbed604c6045a09403906166c1a77	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/007/SRR6248907/SRR6248907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/007/SRR6248907/SRR6248907_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/007/SRR6248907/SRR6248907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/007/SRR6248907/SRR6248907_2.fastq.gz	SS2_13Jul17		Metagenome or environmental sample from gut metagenome	2017-11-03
SRR3213915	SAMN04480794	SRS1299549	SRX1621304	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq		PAIRED	AMPLICON	METAGENOMIC	PCR	118030	71054060	2016-04-20	2016-06-27	Illumina MiSeq sequencing: AC-03Jan16: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	AC-03Jan16	a9ec9cedcf13e56c17f53f248b1ef5af;d8746be9067ce47d77ae083be4881fe9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/005/SRR3213915/SRR3213915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/005/SRR3213915/SRR3213915_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/005/SRR3213915/SRR3213915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/005/SRR3213915/SRR3213915_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR3213925	SAMN04480794	SRS1299549	SRX1621316	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq		PAIRED	AMPLICON	METAGENOMIC	PCR	70353	42352506	2016-04-20	2016-06-27	Illumina MiSeq sequencing: DJ-02Dec15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	DJ-02Dec15	da7f0f1c0f09fc6c70b0f73db1e7d025;781e27b93ae48031a599315a639f8c28	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/005/SRR3213925/SRR3213925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/005/SRR3213925/SRR3213925_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/005/SRR3213925/SRR3213925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/005/SRR3213925/SRR3213925_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR3933894	SAMN04480794	SRS1299549	SRX1963377	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	BT 19-Apr-2016	PAIRED	AMPLICON	METAGENOMIC	PCR	158480	95404960	2016-07-26	2016-07-26	Illumina MiSeq sequencing: Characterization of bacterial communities in fecal samples from patients treated by capsule FMT	Capsule Patients	PRJNA311224	BT 19-Apr-2016	b4ff90749d19fa08b2b7280610b6ae23;f86a059db259868d67d298a20ea7ba08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/004/SRR3933894/SRR3933894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/004/SRR3933894/SRR3933894_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/004/SRR3933894/SRR3933894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/004/SRR3933894/SRR3933894_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-07-26
SRR3213916	SAMN04480794	SRS1299549	SRX1621305	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq		PAIRED	AMPLICON	METAGENOMIC	PCR	116960	70409920	2016-04-20	2016-06-27	Illumina MiSeq sequencing: BD-02Dec15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	BD-02Dec15	a8ec68eed48ed3e335ae73d2db37eb18;d249df3495814e036792782fa2a7017b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/006/SRR3213916/SRR3213916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/006/SRR3213916/SRR3213916_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/006/SRR3213916/SRR3213916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/006/SRR3213916/SRR3213916_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR3933898	SAMN04480794	SRS1299549	SRX1963381	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	LW 20-May-16	PAIRED	AMPLICON	METAGENOMIC	PCR	213741	128672082	2016-07-26	2016-07-26	Illumina MiSeq sequencing: Characterization of bacterial communities in fecal samples from patients treated by capsule FMT	Capsule Patients	PRJNA311224	LW 20-May-16	e902013f4c027e7a2ac0213c7a4ff0a6;e8b3ee387f102ee372d19b9128dd57e5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/008/SRR3933898/SRR3933898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/008/SRR3933898/SRR3933898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/008/SRR3933898/SRR3933898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/008/SRR3933898/SRR3933898_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-07-26
SRR3933899	SAMN04480794	SRS1299549	SRX1963382	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	MR2 3-Apr-16	PAIRED	AMPLICON	METAGENOMIC	PCR	123273	74210346	2016-07-26	2016-07-26	Illumina MiSeq sequencing: Characterization of bacterial communities in fecal samples from patients treated by capsule FMT	Capsule Patients	PRJNA311224	MR2 3-Apr-16	2f29e7f92cfdf73e9c006b671fcb5066;8b94a6098d7629d7c20105c5e5666406	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/009/SRR3933899/SRR3933899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/009/SRR3933899/SRR3933899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/009/SRR3933899/SRR3933899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/009/SRR3933899/SRR3933899_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-07-26
SRR3933900	SAMN04480794	SRS1299549	SRX1963383	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	MR2 7-Apr-16	PAIRED	AMPLICON	METAGENOMIC	PCR	153302	92287804	2016-07-26	2016-07-26	Illumina MiSeq sequencing: Characterization of bacterial communities in fecal samples from patients treated by capsule FMT	Capsule Patients	PRJNA311224	MR2 7-Apr-16	88e881265923829c1b4ba544fbf683b7;749318b3af74816e75d4f6fc012987b6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/000/SRR3933900/SRR3933900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/000/SRR3933900/SRR3933900_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/000/SRR3933900/SRR3933900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/000/SRR3933900/SRR3933900_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-07-26
SRR3213924	SAMN04480794	SRS1299549	SRX1621315	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq		PAIRED	AMPLICON	METAGENOMIC	PCR	166492	100228184	2016-04-20	2016-06-27	Illumina MiSeq sequencing: BD-30Nov15: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	BD-30Nov15	d1caccb080d3b0d031635f4340dc5940;fc985f7fe9cc4c52d3c286d616b6d0d3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/004/SRR3213924/SRR3213924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/004/SRR3213924/SRR3213924_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/004/SRR3213924/SRR3213924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR321/004/SRR3213924/SRR3213924_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
SRR3933901	SAMN04480794	SRS1299549	SRX1963384	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	MR2 14-Apr-16	PAIRED	AMPLICON	METAGENOMIC	PCR	158469	95398338	2016-07-26	2016-07-26	Illumina MiSeq sequencing: Characterization of bacterial communities in fecal samples from patients treated by capsule FMT	Capsule Patients	PRJNA311224	MR2 14-Apr-16	4073fb30297c5c53366b22d13228d955;005872fb4ae241c8380a2b278424a9ac	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/001/SRR3933901/SRR3933901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/001/SRR3933901/SRR3933901_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/001/SRR3933901/SRR3933901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/001/SRR3933901/SRR3933901_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-07-26
SRR3933905	SAMN04480794	SRS1299549	SRX1963388	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	BT 21-May-2016	PAIRED	AMPLICON	METAGENOMIC	PCR	119584	71989568	2016-07-26	2016-07-26	Illumina MiSeq sequencing: Characterization of bacterial communities in fecal samples from patients treated by capsule FMT	Capsule Patients	PRJNA311224	BT 21-May-2016	263c93c552ecf46fb4890022ecf0b007;ec6bc20014dbe48c1887d9372caff15c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/005/SRR3933905/SRR3933905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/005/SRR3933905/SRR3933905_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/005/SRR3933905/SRR3933905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/005/SRR3933905/SRR3933905_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-07-26
SRR3285797	SAMN04480794	SRS1299549	SRX1656471	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	JG-07Feb16	PAIRED	AMPLICON	METAGENOMIC	PCR	195949	117961298	2016-03-29	2016-06-27	Illumina MiSeq sequencing: JG-07Feb16: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	JG-07Feb16	865dc415c2f4b4208c55eeaac21a88e9;79de045d79440ad8e28e55d1462ec949	ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/007/SRR3285797/SRR3285797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/007/SRR3285797/SRR3285797_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/007/SRR3285797/SRR3285797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/007/SRR3285797/SRR3285797_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-03-29
SRR3933906	SAMN04480794	SRS1299549	SRX1963389	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	SR 13-May-16	PAIRED	AMPLICON	METAGENOMIC	PCR	161373	97146546	2016-07-26	2016-07-26	Illumina MiSeq sequencing: Characterization of bacterial communities in fecal samples from patients treated by capsule FMT	Capsule Patients	PRJNA311224	SR 13-May-16	f9f3cb9a91b0d4e602d7a2c6973b2247;44170a52e38e67d1f7f7be3371d11e2d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/006/SRR3933906/SRR3933906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/006/SRR3933906/SRR3933906_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/006/SRR3933906/SRR3933906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/006/SRR3933906/SRR3933906_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-07-26
SRR3285799	SAMN04480794	SRS1299549	SRX1656472	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	JG-09Feb16	PAIRED	AMPLICON	METAGENOMIC	PCR	200719	120832838	2016-03-29	2016-06-27	Illumina MiSeq sequencing: JG-09Feb16: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	JG-09Feb16	3468fd3f9367fc12fbc6433e634b014a;d52efd1c3d4d56e8fe7c3d5a635266fd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/009/SRR3285799/SRR3285799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/009/SRR3285799/SRR3285799_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/009/SRR3285799/SRR3285799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/009/SRR3285799/SRR3285799_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-03-29
SRR3933907	SAMN04480794	SRS1299549	SRX1963390	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	SR 19-Apr-16	PAIRED	AMPLICON	METAGENOMIC	PCR	218998	131836796	2016-07-26	2016-07-26	Illumina MiSeq sequencing: Characterization of bacterial communities in fecal samples from patients treated by capsule FMT	Capsule Patients	PRJNA311224	SR 19-Apr-16	086e32cc8f17f7f3f53204b3d60298d0;a33c2b9effb293cab0b9e29bf105f1cf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/007/SRR3933907/SRR3933907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/007/SRR3933907/SRR3933907_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/007/SRR3933907/SRR3933907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/007/SRR3933907/SRR3933907_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-07-26
SRR3933911	SAMN04480794	SRS1299549	SRX1963394	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	CP 2-Apr-16	PAIRED	AMPLICON	METAGENOMIC	PCR	186838	112476476	2016-07-26	2016-07-26	Illumina MiSeq sequencing: Characterization of bacterial communities in fecal samples from patients treated by capsule FMT	Capsule Patients	PRJNA311224	CP 2-Apr-16	2a8a7b429a4421f9a53ef3fd08ecbb2f;4f5d4d89a6f0d9131f3cf9890d24c8cd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/001/SRR3933911/SRR3933911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/001/SRR3933911/SRR3933911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/001/SRR3933911/SRR3933911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR393/001/SRR3933911/SRR3933911_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-07-26
SRR3285800	SAMN04480794	SRS1299549	SRX1656473	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	JG-11Feb16	PAIRED	AMPLICON	METAGENOMIC	PCR	127525	76770050	2016-03-29	2016-06-27	Illumina MiSeq sequencing: JG-11Feb16: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	JG-11Feb16	ed5d4542a4c94f377026e63c797c1553;338b04a0bdef21b7bf98a3e6f8f88b05	ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/000/SRR3285800/SRR3285800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/000/SRR3285800/SRR3285800_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/000/SRR3285800/SRR3285800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/000/SRR3285800/SRR3285800_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-03-29
SRR4419429	SAMN05902420	SRS1743086	SRX2241812	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	GG_24Jul16	PAIRED	AMPLICON	METAGENOMIC	PCR	169672	102142544	2016-10-18	2016-10-18	Illumina MiSeq sequencing: Characterization of bacterial communities from patients receiving capsule FMT	Capsule Patients	PRJNA311224	GG_24Jul16	6346e9006ea42b6656ffd73dee18fdff;d3e86c57574e0ff9267180a4962d423a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/009/SRR4419429/SRR4419429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/009/SRR4419429/SRR4419429_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/009/SRR4419429/SRR4419429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR441/009/SRR4419429/SRR4419429_2.fastq.gz	GG_24Jul16		Metagenome or environmental sample from gut metagenome	2016-10-18
SRR3400374	SAMN04480794	SRS1299549	SRX1711645	PRJNA311224	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	AC_18Jan16	PAIRED	AMPLICON	METAGENOMIC	PCR	409339	246422078	2016-04-20	2016-06-27	Illumina MiSeq sequencing: AC_18Jan16: 16S rRNA gene sequencing of patients treated by capsule FMT	Capsule Patients	PRJNA311224	AC_18Jan16	80dc1d226b25bc14c2b96cb1902a1202;8dc45d32779689bbcbabc4593d81f06d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/004/SRR3400374/SRR3400374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/004/SRR3400374/SRR3400374_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/004/SRR3400374/SRR3400374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR340/004/SRR3400374/SRR3400374_2.fastq.gz	Capsule_patients		Metagenome or environmental sample from human gut metagenome	2016-04-20
