run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	read_count	base_count	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	fastq_md5	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_aspera	sample_alias	broker_name	sample_title	first_created	bam_ftp
ERR4836375	SAMEA7571418	ERS5328040	ERX4706153	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	61646	15466701	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328040	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328040	56ae12ff339ee4a285f316ea8435c292;37affdf970a2ee9371cb0fd8529941c2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836375/ERR4836375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836375/ERR4836375_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836375/ERR4836375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836375/ERR4836375_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836375/sample063_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836375/sample063_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836375/sample063_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836375/sample063_S001_L001_R2_001.fastq.gz	sample063		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/005/ERR4836375.bam
ERR4836380	SAMEA7571423	ERS5328045	ERX4706158	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	37002	9281663	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328045	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328045	34e1f496beb1a59cf9e229e474c0b861;2b1992c648edd8204cc080862e5309c3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836380/ERR4836380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836380/ERR4836380_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836380/ERR4836380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836380/ERR4836380_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836380/sample068_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836380/sample068_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836380/sample068_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836380/sample068_S001_L001_R2_001.fastq.gz	sample068		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/000/ERR4836380.bam
ERR4836384	SAMEA7571427	ERS5328049	ERX4706162	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	109262	27406334	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328049	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328049	cd17c3baab956c6828b089cac036162b;0530515d37adfee6986bdd42712d9914	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4836384/ERR4836384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4836384/ERR4836384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4836384/ERR4836384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4836384/ERR4836384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836384/sample072_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836384/sample072_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836384/sample072_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836384/sample072_S001_L001_R2_001.fastq.gz	sample072		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/004/ERR4836384.bam
ERR4836397	SAMEA7571440	ERS5328062	ERX4706175	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	73472	18434950	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328062	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328062	216474a8cc65f784b37e9935947041ba;9db4910869c336fcd65bc6ad8662bb07	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836397/ERR4836397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836397/ERR4836397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836397/ERR4836397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836397/ERR4836397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836397/sample085_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836397/sample085_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836397/sample085_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836397/sample085_S001_L001_R2_001.fastq.gz	sample085		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/007/ERR4836397.bam
ERR4836417	SAMEA7571460	ERS5328082	ERX4706195	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	37340	9366534	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328082	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328082	7f1314599f90af5e93625e1f47a4c348;c1f7f37188ca29f81a491a8981d5f98b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836417/ERR4836417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836417/ERR4836417_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836417/ERR4836417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836417/ERR4836417_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836417/sample105_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836417/sample105_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836417/sample105_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836417/sample105_S001_L001_R2_001.fastq.gz	sample105		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/007/ERR4836417.bam
ERR4836418	SAMEA7571461	ERS5328083	ERX4706196	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	236358	59325858	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328083	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328083	fe2e7aad7de8993aa039fa053829d31e;f60d040d141eb620ed89f1e6e0e03789	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836418/ERR4836418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836418/ERR4836418_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836418/ERR4836418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836418/ERR4836418_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836418/sample106_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836418/sample106_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836418/sample106_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836418/sample106_S001_L001_R2_001.fastq.gz	sample106		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/008/ERR4836418.bam
ERR4836426	SAMEA7571469	ERS5328091	ERX4706204	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	81180	20352896	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328091	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328091	05a9db54302d299526e67caa98925bf6;99a6c907f3c14540dbb04747c45b631f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836426/ERR4836426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836426/ERR4836426_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836426/ERR4836426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836426/ERR4836426_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836426/sample114_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836426/sample114_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836426/sample114_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836426/sample114_S001_L001_R2_001.fastq.gz	sample114		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/006/ERR4836426.bam
ERR4836429	SAMEA7571472	ERS5328094	ERX4706207	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	113198	28379603	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328094	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328094	e3ec03e00aaea5c014e0d6e34d478329;91f617affa5024aae15cd99b322015b5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836429/ERR4836429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836429/ERR4836429_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836429/ERR4836429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836429/ERR4836429_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836429/sample117_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836429/sample117_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836429/sample117_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836429/sample117_S001_L001_R2_001.fastq.gz	sample117		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/009/ERR4836429.bam
ERR4836431	SAMEA7571474	ERS5328096	ERX4706209	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	79294	19879781	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328096	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328096	8614e6a99dde96eac279be6fece10e84;d54a91c3b13bcd96c2d34396d8c3ea60	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836431/ERR4836431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836431/ERR4836431_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836431/ERR4836431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836431/ERR4836431_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836431/sample119_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836431/sample119_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836431/sample119_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836431/sample119_S001_L001_R2_001.fastq.gz	sample119		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/001/ERR4836431.bam
ERR4836438	SAMEA7571482	ERS5328104	ERX4706216	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	86948	21797870	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328104	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328104	8f7a07207fc8985253e8c42cca216c14;6ff6feaca236a69016c2d87fa04ef957	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836438/ERR4836438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836438/ERR4836438_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836438/ERR4836438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836438/ERR4836438_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836438/sample127_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836438/sample127_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836438/sample127_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836438/sample127_S001_L001_R2_001.fastq.gz	sample127		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/008/ERR4836438.bam
ERR4836446	SAMEA7571490	ERS5328112	ERX4706224	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	72228	18106239	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328112	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328112	27155a67cc99ef3417b3140d9fa2fa7c;5adbb087ba0afef66e2c2ddeaaa662bc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836446/ERR4836446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836446/ERR4836446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836446/ERR4836446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836446/ERR4836446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836446/sample135_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836446/sample135_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836446/sample135_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836446/sample135_S001_L001_R2_001.fastq.gz	sample135		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/006/ERR4836446.bam
ERR4836447	SAMEA7571491	ERS5328113	ERX4706225	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	53658	13452762	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328113	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328113	3d62f5d075b97fcbadeb3cf9c5be0dd8;62fc4911059e4f27d89394f33bc6d993	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836447/ERR4836447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836447/ERR4836447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836447/ERR4836447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836447/ERR4836447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836447/sample136_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836447/sample136_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836447/sample136_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836447/sample136_S001_L001_R2_001.fastq.gz	sample136		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/007/ERR4836447.bam
ERR4836453	SAMEA7571497	ERS5328119	ERX4706231	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	90522	22691164	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328119	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328119	2c22495e41c462a522078bcf75b5f05e;2f92e8125a0e61c5a409c6f2a96deb48	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836453/ERR4836453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836453/ERR4836453_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836453/ERR4836453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836453/ERR4836453_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836453/sample142_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836453/sample142_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836453/sample142_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836453/sample142_S001_L001_R2_001.fastq.gz	sample142		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/003/ERR4836453.bam
ERR4836468	SAMEA7571512	ERS5328134	ERX4706246	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	87330	21891285	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328134	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328134	34dbc673b8771d4f904c85b9dd58acdb;69c4ccd3556f16850ba4625f3ebf1e81	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836468/ERR4836468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836468/ERR4836468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836468/ERR4836468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4836468/ERR4836468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836468/sample157_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836468/sample157_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836468/sample157_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836468/sample157_S001_L001_R2_001.fastq.gz	sample157		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/008/ERR4836468.bam
ERR4836469	SAMEA7571513	ERS5328135	ERX4706247	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	74422	18656028	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328135	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328135	4027ceec41c20824bbc98bdcb585f911;7bb2dc27b384821c9196479e2d4c2141	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836469/ERR4836469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836469/ERR4836469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836469/ERR4836469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836469/ERR4836469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836469/sample158_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836469/sample158_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836469/sample158_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836469/sample158_S001_L001_R2_001.fastq.gz	sample158		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/009/ERR4836469.bam
ERR4836476	SAMEA7571520	ERS5328142	ERX4706254	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	164110	41186594	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328142	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328142	40bbb9979186c537abfe63455858d96a;ddbe23f840e1501a27ee8dd2bf53d24b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836476/ERR4836476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836476/ERR4836476_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836476/ERR4836476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836476/ERR4836476_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836476/sample165_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836476/sample165_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836476/sample165_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836476/sample165_S001_L001_R2_001.fastq.gz	sample165		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/006/ERR4836476.bam
ERR4836477	SAMEA7571521	ERS5328143	ERX4706255	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	200788	50390383	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328143	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328143	47cb57f1cab6e83b95984b678a4c4be9;6f4d8301ff3eb9dfe99fdb75c421a90d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836477/ERR4836477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836477/ERR4836477_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836477/ERR4836477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836477/ERR4836477_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836477/sample166_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836477/sample166_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836477/sample166_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836477/sample166_S001_L001_R2_001.fastq.gz	sample166		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/007/ERR4836477.bam
ERR4836483	SAMEA7571527	ERS5328149	ERX4706261	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	21684	5441134	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328149	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328149	935be33d8947a33583d7ced92eb28f43;2c677c1f3e2a5d044a3168c86bf11c14	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836483/ERR4836483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836483/ERR4836483_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836483/ERR4836483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836483/ERR4836483_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836483/sample172_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836483/sample172_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836483/sample172_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836483/sample172_S001_L001_R2_001.fastq.gz	sample172		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/003/ERR4836483.bam
